Time,Region,Vehicle type,Glass product,value
2037,SVN,Internal Combustion Engine – Ethanol,Other glass,0.0
2037,SVN,Internal Combustion Engine – Biodiesel,Flat glass,3200.0000000000005
2037,SVN,Internal Combustion Engine – Biodiesel,Container glass,0.0
2037,SVN,Internal Combustion Engine – Biodiesel,Other glass,0.0
2037,SVN,Internal Combustion Engine – Methanol,Flat glass,3200.0000000000005
2037,SVN,Internal Combustion Engine – Methanol,Container glass,0.0
2037,SVN,Internal Combustion Engine – Methanol,Other glass,0.0
2037,SVN,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0000000000005
2037,SVN,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2037,SVN,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2037,SVN,Plug in Hybrid – Gasoline,Flat glass,3200.0000000000005
2037,SVN,Plug in Hybrid – Gasoline,Container glass,0.0
2037,SVN,Plug in Hybrid – Gasoline,Other glass,0.0
2037,SVN,Plug in Hybrid – Diesel Oil,Flat glass,3200.0000000000005
2037,SVN,Plug in Hybrid – Diesel Oil,Container glass,0.0
2037,SVN,Plug in Hybrid – Diesel Oil,Other glass,0.0
2037,SVN,Conventional Hybrid – Gasoline,Flat glass,3200.0000000000005
2037,SVN,Conventional Hybrid – Gasoline,Container glass,0.0
2037,SVN,Conventional Hybrid – Gasoline,Other glass,0.0
2037,SVN,Conventional Hybrid – Diesel Oil,Flat glass,3200.0000000000005
2037,SVN,Conventional Hybrid – Diesel Oil,Container glass,0.0
2037,SVN,Conventional Hybrid – Diesel Oil,Other glass,0.0
2037,SWE,Internal Combustion Engine – Gasoline,Flat glass,3200.0000000000005
2037,SWE,Internal Combustion Engine – Gasoline,Container glass,0.0
2037,SWE,Internal Combustion Engine – Gasoline,Other glass,0.0
2037,SWE,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0000000000005
2037,SWE,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2037,SWE,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2037,SWE,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0000000000005
2037,SWE,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2037,SWE,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2037,SWE,Internal Combustion Engine – Natural Gas,Flat glass,3200.0000000000005
2037,SWE,Internal Combustion Engine – Natural Gas,Container glass,0.0
2037,SWE,Internal Combustion Engine – Natural Gas,Other glass,0.0
2037,SWE,Internal Combustion Engine – Ethanol,Flat glass,3200.0000000000005
2037,SWE,Internal Combustion Engine – Ethanol,Container glass,0.0
2037,SWE,Internal Combustion Engine – Ethanol,Other glass,0.0
2037,SWE,Internal Combustion Engine – Biodiesel,Flat glass,3200.0000000000005
2037,SWE,Internal Combustion Engine – Biodiesel,Container glass,0.0
2037,SWE,Internal Combustion Engine – Biodiesel,Other glass,0.0
2037,SWE,Internal Combustion Engine – Methanol,Flat glass,3200.0000000000005
2037,SWE,Internal Combustion Engine – Methanol,Container glass,0.0
2037,SWE,Internal Combustion Engine – Methanol,Other glass,0.0
2037,SWE,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0000000000005
2037,SWE,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2037,SWE,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2037,SWE,Plug in Hybrid – Gasoline,Flat glass,3200.0000000000005
2037,SWE,Plug in Hybrid – Gasoline,Container glass,0.0
2037,SWE,Plug in Hybrid – Gasoline,Other glass,0.0
2037,SWE,Plug in Hybrid – Diesel Oil,Flat glass,3200.0000000000005
2037,SWE,Plug in Hybrid – Diesel Oil,Container glass,0.0
2037,SWE,Plug in Hybrid – Diesel Oil,Other glass,0.0
2037,SWE,Conventional Hybrid – Gasoline,Flat glass,3200.0000000000005
2037,SWE,Conventional Hybrid – Gasoline,Container glass,0.0
2037,SWE,Conventional Hybrid – Gasoline,Other glass,0.0
2037,SWE,Conventional Hybrid – Diesel Oil,Flat glass,3200.0000000000005
2037,SWE,Conventional Hybrid – Diesel Oil,Container glass,0.0
2037,SWE,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,AUT,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,AUT,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,AUT,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,AUT,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,AUT,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,AUT,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,AUT,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,AUT,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,AUT,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,AUT,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,AUT,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,AUT,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,AUT,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,AUT,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,AUT,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,AUT,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,AUT,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,AUT,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,AUT,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,AUT,Internal Combustion Engine – Methanol,Container glass,0.0
2038,AUT,Internal Combustion Engine – Methanol,Other glass,0.0
2038,AUT,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,AUT,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,AUT,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,AUT,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,AUT,Plug in Hybrid – Gasoline,Container glass,0.0
2038,AUT,Plug in Hybrid – Gasoline,Other glass,0.0
2038,AUT,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,AUT,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,AUT,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,AUT,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,AUT,Conventional Hybrid – Gasoline,Container glass,0.0
2038,AUT,Conventional Hybrid – Gasoline,Other glass,0.0
2038,AUT,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,AUT,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,AUT,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,BEL,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,BEL,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,BEL,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,BEL,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,BEL,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,BEL,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,BEL,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,BEL,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,BEL,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,BEL,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,BEL,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,BEL,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,BEL,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,BEL,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,BEL,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,BEL,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,BEL,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,BEL,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,BEL,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,BEL,Internal Combustion Engine – Methanol,Container glass,0.0
2038,BEL,Internal Combustion Engine – Methanol,Other glass,0.0
2038,BEL,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,BEL,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,BEL,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,BEL,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,BEL,Plug in Hybrid – Gasoline,Container glass,0.0
2038,BEL,Plug in Hybrid – Gasoline,Other glass,0.0
2038,BEL,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,BEL,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,BEL,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,BEL,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,BEL,Conventional Hybrid – Gasoline,Container glass,0.0
2038,BEL,Conventional Hybrid – Gasoline,Other glass,0.0
2038,BEL,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,BEL,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,BEL,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,BGR,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,BGR,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,BGR,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,BGR,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,BGR,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,BGR,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,BGR,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,BGR,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,BGR,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,BGR,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,BGR,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,BGR,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,BGR,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,BGR,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,BGR,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,BGR,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,BGR,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,BGR,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,BGR,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,BGR,Internal Combustion Engine – Methanol,Container glass,0.0
2038,BGR,Internal Combustion Engine – Methanol,Other glass,0.0
2038,BGR,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,BGR,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,BGR,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,BGR,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,BGR,Plug in Hybrid – Gasoline,Container glass,0.0
2038,BGR,Plug in Hybrid – Gasoline,Other glass,0.0
2038,BGR,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,BGR,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,BGR,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,BGR,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,BGR,Conventional Hybrid – Gasoline,Container glass,0.0
2038,BGR,Conventional Hybrid – Gasoline,Other glass,0.0
2038,BGR,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,BGR,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,BGR,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,CYP,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,CYP,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,CYP,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,CYP,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,CYP,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,CYP,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,CYP,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,CYP,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,CYP,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,CYP,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,CYP,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,CYP,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,CYP,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,CYP,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,CYP,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,CYP,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,CYP,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,CYP,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,CYP,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,CYP,Internal Combustion Engine – Methanol,Container glass,0.0
2038,CYP,Internal Combustion Engine – Methanol,Other glass,0.0
2038,CYP,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,CYP,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,CYP,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,CYP,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,CYP,Plug in Hybrid – Gasoline,Container glass,0.0
2038,CYP,Plug in Hybrid – Gasoline,Other glass,0.0
2038,CYP,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,CYP,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,CYP,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,CYP,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,CYP,Conventional Hybrid – Gasoline,Container glass,0.0
2038,CYP,Conventional Hybrid – Gasoline,Other glass,0.0
2038,CYP,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,CYP,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,CYP,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,CZE,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,CZE,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,CZE,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,CZE,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,CZE,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,CZE,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,CZE,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,CZE,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,CZE,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,CZE,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,CZE,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,CZE,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,CZE,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,CZE,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,CZE,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,CZE,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,CZE,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,CZE,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,CZE,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,CZE,Internal Combustion Engine – Methanol,Container glass,0.0
2038,CZE,Internal Combustion Engine – Methanol,Other glass,0.0
2038,CZE,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,CZE,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,CZE,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,CZE,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,CZE,Plug in Hybrid – Gasoline,Container glass,0.0
2038,CZE,Plug in Hybrid – Gasoline,Other glass,0.0
2038,CZE,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,CZE,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,CZE,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,CZE,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,CZE,Conventional Hybrid – Gasoline,Container glass,0.0
2038,CZE,Conventional Hybrid – Gasoline,Other glass,0.0
2038,CZE,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,CZE,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,CZE,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,DEU,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,DEU,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,DEU,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,DEU,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,DEU,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,DEU,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,DEU,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,DEU,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,DEU,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,DEU,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,DEU,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,DEU,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,DEU,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,DEU,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,DEU,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,DEU,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,DEU,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,DEU,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,DEU,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,DEU,Internal Combustion Engine – Methanol,Container glass,0.0
2038,DEU,Internal Combustion Engine – Methanol,Other glass,0.0
2038,DEU,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,DEU,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,DEU,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,DEU,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,DEU,Plug in Hybrid – Gasoline,Container glass,0.0
2038,DEU,Plug in Hybrid – Gasoline,Other glass,0.0
2038,DEU,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,DEU,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,DEU,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,DEU,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,DEU,Conventional Hybrid – Gasoline,Container glass,0.0
2038,DEU,Conventional Hybrid – Gasoline,Other glass,0.0
2038,DEU,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,DEU,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,DEU,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,DNK,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,DNK,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,DNK,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,DNK,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,DNK,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,DNK,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,DNK,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,DNK,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,DNK,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,DNK,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,DNK,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,DNK,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,DNK,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,DNK,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,DNK,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,DNK,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,DNK,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,DNK,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,DNK,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,DNK,Internal Combustion Engine – Methanol,Container glass,0.0
2038,DNK,Internal Combustion Engine – Methanol,Other glass,0.0
2038,DNK,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,DNK,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,DNK,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,DNK,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,DNK,Plug in Hybrid – Gasoline,Container glass,0.0
2038,DNK,Plug in Hybrid – Gasoline,Other glass,0.0
2038,DNK,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,DNK,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,DNK,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,DNK,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,DNK,Conventional Hybrid – Gasoline,Container glass,0.0
2038,DNK,Conventional Hybrid – Gasoline,Other glass,0.0
2038,DNK,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,DNK,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,DNK,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,ESP,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,ESP,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,ESP,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,ESP,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,ESP,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,ESP,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,ESP,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,ESP,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,ESP,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,ESP,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,ESP,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,ESP,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,ESP,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,ESP,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,ESP,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,ESP,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,ESP,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,ESP,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,ESP,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,ESP,Internal Combustion Engine – Methanol,Container glass,0.0
2038,ESP,Internal Combustion Engine – Methanol,Other glass,0.0
2038,ESP,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,ESP,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,ESP,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,ESP,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,ESP,Plug in Hybrid – Gasoline,Container glass,0.0
2038,ESP,Plug in Hybrid – Gasoline,Other glass,0.0
2038,ESP,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,ESP,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,ESP,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,ESP,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,ESP,Conventional Hybrid – Gasoline,Container glass,0.0
2038,ESP,Conventional Hybrid – Gasoline,Other glass,0.0
2038,ESP,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,ESP,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,ESP,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,EST,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,EST,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,EST,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,EST,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,EST,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,EST,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,EST,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,EST,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,EST,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,EST,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,EST,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,EST,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,EST,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,EST,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,EST,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,EST,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,EST,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,EST,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,EST,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,EST,Internal Combustion Engine – Methanol,Container glass,0.0
2038,EST,Internal Combustion Engine – Methanol,Other glass,0.0
2038,EST,Electric Vehicle/Pure Electric Engine,Flat glass,3200.0
2038,EST,Electric Vehicle/Pure Electric Engine,Container glass,0.0
2038,EST,Electric Vehicle/Pure Electric Engine,Other glass,0.0
2038,EST,Plug in Hybrid – Gasoline,Flat glass,3200.0
2038,EST,Plug in Hybrid – Gasoline,Container glass,0.0
2038,EST,Plug in Hybrid – Gasoline,Other glass,0.0
2038,EST,Plug in Hybrid – Diesel Oil,Flat glass,3200.0
2038,EST,Plug in Hybrid – Diesel Oil,Container glass,0.0
2038,EST,Plug in Hybrid – Diesel Oil,Other glass,0.0
2038,EST,Conventional Hybrid – Gasoline,Flat glass,3200.0
2038,EST,Conventional Hybrid – Gasoline,Container glass,0.0
2038,EST,Conventional Hybrid – Gasoline,Other glass,0.0
2038,EST,Conventional Hybrid – Diesel Oil,Flat glass,3200.0
2038,EST,Conventional Hybrid – Diesel Oil,Container glass,0.0
2038,EST,Conventional Hybrid – Diesel Oil,Other glass,0.0
2038,FIN,Internal Combustion Engine – Gasoline,Flat glass,3200.0
2038,FIN,Internal Combustion Engine – Gasoline,Container glass,0.0
2038,FIN,Internal Combustion Engine – Gasoline,Other glass,0.0
2038,FIN,Internal Combustion Engine – Liquified Petroleum Gas,Flat glass,3200.0
2038,FIN,Internal Combustion Engine – Liquified Petroleum Gas,Container glass,0.0
2038,FIN,Internal Combustion Engine – Liquified Petroleum Gas,Other glass,0.0
2038,FIN,Internal Combustion Engine – Diesel Oil,Flat glass,3200.0
2038,FIN,Internal Combustion Engine – Diesel Oil,Container glass,0.0
2038,FIN,Internal Combustion Engine – Diesel Oil,Other glass,0.0
2038,FIN,Internal Combustion Engine – Natural Gas,Flat glass,3200.0
2038,FIN,Internal Combustion Engine – Natural Gas,Container glass,0.0
2038,FIN,Internal Combustion Engine – Natural Gas,Other glass,0.0
2038,FIN,Internal Combustion Engine – Ethanol,Flat glass,3200.0
2038,FIN,Internal Combustion Engine – Ethanol,Container glass,0.0
2038,FIN,Internal Combustion Engine – Ethanol,Other glass,0.0
2038,FIN,Internal Combustion Engine – Biodiesel,Flat glass,3200.0
2038,FIN,Internal Combustion Engine – Biodiesel,Container glass,0.0
2038,FIN,Internal Combustion Engine – Biodiesel,Other glass,0.0
2038,FIN,Internal Combustion Engine – Methanol,Flat glass,3200.0
2038,FIN,Internal Combustion Engine – Methanol,Container glass,0.0
