Region;Product;Year;value
FRA;Transport concrete (reinforced);2022;0
FRA;Transport concrete (reinforced);2023;0
FRA;Transport concrete (reinforced);2024;0
FRA;Transport concrete (reinforced);2025;0
FRA;Transport concrete (reinforced);2026;0
FRA;Transport concrete (reinforced);2027;0
FRA;Transport concrete (reinforced);2028;0
FRA;Transport concrete (reinforced);2029;0
FRA;Transport concrete (reinforced);2030;0
FRA;Transport concrete (reinforced);2031;0
FRA;Transport concrete (reinforced);2032;0
FRA;Transport concrete (reinforced);2033;0
FRA;Transport concrete (reinforced);2034;0
FRA;Transport concrete (reinforced);2035;0
FRA;Transport concrete (reinforced);2036;0
FRA;Transport concrete (reinforced);2037;0
FRA;Transport concrete (reinforced);2038;0
FRA;Transport concrete (reinforced);2039;0
FRA;Transport concrete (reinforced);2040;0
FRA;Transport concrete (reinforced);2041;0
FRA;Transport concrete (reinforced);2042;0
FRA;Transport concrete (reinforced);2043;0
FRA;Transport concrete (reinforced);2044;0
FRA;Transport concrete (reinforced);2045;0
FRA;Transport concrete (reinforced);2046;0
FRA;Transport concrete (reinforced);2047;0
FRA;Transport concrete (reinforced);2048;0
FRA;Transport concrete (reinforced);2049;0
FRA;Transport concrete (reinforced);2050;0
FRA;Precast concrete (reinforced);2020;0
FRA;Precast concrete (reinforced);2021;0
FRA;Precast concrete (reinforced);2022;0
FRA;Precast concrete (reinforced);2023;0
FRA;Precast concrete (reinforced);2024;0
FRA;Precast concrete (reinforced);2025;0
FRA;Precast concrete (reinforced);2026;0
FRA;Precast concrete (reinforced);2027;0
FRA;Precast concrete (reinforced);2028;0
FRA;Precast concrete (reinforced);2029;0
FRA;Precast concrete (reinforced);2030;0
FRA;Precast concrete (reinforced);2031;0
FRA;Precast concrete (reinforced);2032;0
FRA;Precast concrete (reinforced);2033;0
FRA;Precast concrete (reinforced);2034;0
FRA;Precast concrete (reinforced);2035;0
FRA;Precast concrete (reinforced);2036;0
FRA;Precast concrete (reinforced);2037;0
FRA;Precast concrete (reinforced);2038;0
FRA;Precast concrete (reinforced);2039;0
FRA;Precast concrete (reinforced);2040;0
FRA;Precast concrete (reinforced);2041;0
FRA;Precast concrete (reinforced);2042;0
FRA;Precast concrete (reinforced);2043;0
FRA;Precast concrete (reinforced);2044;0
FRA;Precast concrete (reinforced);2045;0
FRA;Precast concrete (reinforced);2046;0
FRA;Precast concrete (reinforced);2047;0
FRA;Precast concrete (reinforced);2048;0
FRA;Precast concrete (reinforced);2049;0
FRA;Precast concrete (reinforced);2050;0
GBR;Transport concrete (not reinforced);2020;0
GBR;Transport concrete (not reinforced);2021;0
GBR;Transport concrete (not reinforced);2022;0
GBR;Transport concrete (not reinforced);2023;0
GBR;Transport concrete (not reinforced);2024;0
GBR;Transport concrete (not reinforced);2025;0
GBR;Transport concrete (not reinforced);2026;0
GBR;Transport concrete (not reinforced);2027;0
GBR;Transport concrete (not reinforced);2028;0
GBR;Transport concrete (not reinforced);2029;0
GBR;Transport concrete (not reinforced);2030;0
GBR;Transport concrete (not reinforced);2031;0
GBR;Transport concrete (not reinforced);2032;0
GBR;Transport concrete (not reinforced);2033;0
GBR;Transport concrete (not reinforced);2034;0
GBR;Transport concrete (not reinforced);2035;0
GBR;Transport concrete (not reinforced);2036;0
GBR;Transport concrete (not reinforced);2037;0
GBR;Transport concrete (not reinforced);2038;0
GBR;Transport concrete (not reinforced);2039;0
GBR;Transport concrete (not reinforced);2040;0
GBR;Transport concrete (not reinforced);2041;0
GBR;Transport concrete (not reinforced);2042;0
GBR;Transport concrete (not reinforced);2043;0
GBR;Transport concrete (not reinforced);2044;0
GBR;Transport concrete (not reinforced);2045;0
GBR;Transport concrete (not reinforced);2046;0
GBR;Transport concrete (not reinforced);2047;0
GBR;Transport concrete (not reinforced);2048;0
GBR;Transport concrete (not reinforced);2049;0
GBR;Transport concrete (not reinforced);2050;0
GBR;Precast concrete (not reinforced);2020;0
GBR;Precast concrete (not reinforced);2021;0
GBR;Precast concrete (not reinforced);2022;0
GBR;Precast concrete (not reinforced);2023;0
GBR;Precast concrete (not reinforced);2024;0
GBR;Precast concrete (not reinforced);2025;0
GBR;Precast concrete (not reinforced);2026;0
GBR;Precast concrete (not reinforced);2027;0
GBR;Precast concrete (not reinforced);2028;0
GBR;Precast concrete (not reinforced);2029;0
GBR;Precast concrete (not reinforced);2030;0
GBR;Precast concrete (not reinforced);2031;0
GBR;Precast concrete (not reinforced);2032;0
GBR;Precast concrete (not reinforced);2033;0
GBR;Precast concrete (not reinforced);2034;0
GBR;Precast concrete (not reinforced);2035;0
GBR;Precast concrete (not reinforced);2036;0
GBR;Precast concrete (not reinforced);2037;0
GBR;Precast concrete (not reinforced);2038;0
GBR;Precast concrete (not reinforced);2039;0
GBR;Precast concrete (not reinforced);2040;0
GBR;Precast concrete (not reinforced);2041;0
GBR;Precast concrete (not reinforced);2042;0
GBR;Precast concrete (not reinforced);2043;0
GBR;Precast concrete (not reinforced);2044;0
GBR;Precast concrete (not reinforced);2045;0
GBR;Precast concrete (not reinforced);2046;0
GBR;Precast concrete (not reinforced);2047;0
GBR;Precast concrete (not reinforced);2048;0
GBR;Precast concrete (not reinforced);2049;0
GBR;Precast concrete (not reinforced);2050;0
GBR;Transport concrete (reinforced);2020;0
GBR;Transport concrete (reinforced);2021;0
GBR;Transport concrete (reinforced);2022;0
GBR;Transport concrete (reinforced);2023;0
GBR;Transport concrete (reinforced);2024;0
GBR;Transport concrete (reinforced);2025;0
GBR;Transport concrete (reinforced);2026;0
GBR;Transport concrete (reinforced);2027;0
GBR;Transport concrete (reinforced);2028;0
GBR;Transport concrete (reinforced);2029;0
GBR;Transport concrete (reinforced);2030;0
GBR;Transport concrete (reinforced);2031;0
GBR;Transport concrete (reinforced);2032;0
GBR;Transport concrete (reinforced);2033;0
GBR;Transport concrete (reinforced);2034;0
GBR;Transport concrete (reinforced);2035;0
GBR;Transport concrete (reinforced);2036;0
GBR;Transport concrete (reinforced);2037;0
GBR;Transport concrete (reinforced);2038;0
GBR;Transport concrete (reinforced);2039;0
GBR;Transport concrete (reinforced);2040;0
GBR;Transport concrete (reinforced);2041;0
GBR;Transport concrete (reinforced);2042;0
GBR;Transport concrete (reinforced);2043;0
GBR;Transport concrete (reinforced);2044;0
GBR;Transport concrete (reinforced);2045;0
GBR;Transport concrete (reinforced);2046;0
GBR;Transport concrete (reinforced);2047;0
GBR;Transport concrete (reinforced);2048;0
GBR;Transport concrete (reinforced);2049;0
GBR;Transport concrete (reinforced);2050;0
GBR;Precast concrete (reinforced);2020;0
GBR;Precast concrete (reinforced);2021;0
GBR;Precast concrete (reinforced);2022;0
GBR;Precast concrete (reinforced);2023;0
GBR;Precast concrete (reinforced);2024;0
GBR;Precast concrete (reinforced);2025;0
GBR;Precast concrete (reinforced);2026;0
GBR;Precast concrete (reinforced);2027;0
GBR;Precast concrete (reinforced);2028;0
GBR;Precast concrete (reinforced);2029;0
GBR;Precast concrete (reinforced);2030;0
GBR;Precast concrete (reinforced);2031;0
GBR;Precast concrete (reinforced);2032;0
GBR;Precast concrete (reinforced);2033;0
GBR;Precast concrete (reinforced);2034;0
GBR;Precast concrete (reinforced);2035;0
GBR;Precast concrete (reinforced);2036;0
GBR;Precast concrete (reinforced);2037;0
GBR;Precast concrete (reinforced);2038;0
GBR;Precast concrete (reinforced);2039;0
GBR;Precast concrete (reinforced);2040;0
GBR;Precast concrete (reinforced);2041;0
GBR;Precast concrete (reinforced);2042;0
GBR;Precast concrete (reinforced);2043;0
GBR;Precast concrete (reinforced);2044;0
GBR;Precast concrete (reinforced);2045;0
GBR;Precast concrete (reinforced);2046;0
GBR;Precast concrete (reinforced);2047;0
GBR;Precast concrete (reinforced);2048;0
GBR;Precast concrete (reinforced);2049;0
GBR;Precast concrete (reinforced);2050;0
GRC;Transport concrete (not reinforced);2020;0
GRC;Transport concrete (not reinforced);2021;0
GRC;Transport concrete (not reinforced);2022;0
GRC;Transport concrete (not reinforced);2023;0
GRC;Transport concrete (not reinforced);2024;0
GRC;Transport concrete (not reinforced);2025;0
GRC;Transport concrete (not reinforced);2026;0
GRC;Transport concrete (not reinforced);2027;0
GRC;Transport concrete (not reinforced);2028;0
GRC;Transport concrete (not reinforced);2029;0
GRC;Transport concrete (not reinforced);2030;0
GRC;Transport concrete (not reinforced);2031;0
GRC;Transport concrete (not reinforced);2032;0
GRC;Transport concrete (not reinforced);2033;0
GRC;Transport concrete (not reinforced);2034;0
GRC;Transport concrete (not reinforced);2035;0
GRC;Transport concrete (not reinforced);2036;0
GRC;Transport concrete (not reinforced);2037;0
GRC;Transport concrete (not reinforced);2038;0
GRC;Transport concrete (not reinforced);2039;0
GRC;Transport concrete (not reinforced);2040;0
GRC;Transport concrete (not reinforced);2041;0
GRC;Transport concrete (not reinforced);2042;0
GRC;Transport concrete (not reinforced);2043;0
GRC;Transport concrete (not reinforced);2044;0
GRC;Transport concrete (not reinforced);2045;0
GRC;Transport concrete (not reinforced);2046;0
GRC;Transport concrete (not reinforced);2047;0
GRC;Transport concrete (not reinforced);2048;0
GRC;Transport concrete (not reinforced);2049;0
GRC;Transport concrete (not reinforced);2050;0
GRC;Precast concrete (not reinforced);2020;0
GRC;Precast concrete (not reinforced);2021;0
GRC;Precast concrete (not reinforced);2022;0
GRC;Precast concrete (not reinforced);2023;0
GRC;Precast concrete (not reinforced);2024;0
GRC;Precast concrete (not reinforced);2025;0
GRC;Precast concrete (not reinforced);2026;0
GRC;Precast concrete (not reinforced);2027;0
GRC;Precast concrete (not reinforced);2028;0
GRC;Precast concrete (not reinforced);2029;0
GRC;Precast concrete (not reinforced);2030;0
GRC;Precast concrete (not reinforced);2031;0
GRC;Precast concrete (not reinforced);2032;0
GRC;Precast concrete (not reinforced);2033;0
GRC;Precast concrete (not reinforced);2034;0
GRC;Precast concrete (not reinforced);2035;0
GRC;Precast concrete (not reinforced);2036;0
GRC;Precast concrete (not reinforced);2037;0
GRC;Precast concrete (not reinforced);2038;0
GRC;Precast concrete (not reinforced);2039;0
GRC;Precast concrete (not reinforced);2040;0
GRC;Precast concrete (not reinforced);2041;0
GRC;Precast concrete (not reinforced);2042;0
GRC;Precast concrete (not reinforced);2043;0
GRC;Precast concrete (not reinforced);2044;0
GRC;Precast concrete (not reinforced);2045;0
GRC;Precast concrete (not reinforced);2046;0
GRC;Precast concrete (not reinforced);2047;0
GRC;Precast concrete (not reinforced);2048;0
GRC;Precast concrete (not reinforced);2049;0
GRC;Precast concrete (not reinforced);2050;0
GRC;Transport concrete (reinforced);2020;0
GRC;Transport concrete (reinforced);2021;0
GRC;Transport concrete (reinforced);2022;0
GRC;Transport concrete (reinforced);2023;0
GRC;Transport concrete (reinforced);2024;0
GRC;Transport concrete (reinforced);2025;0
GRC;Transport concrete (reinforced);2026;0
GRC;Transport concrete (reinforced);2027;0
GRC;Transport concrete (reinforced);2028;0
GRC;Transport concrete (reinforced);2029;0
GRC;Transport concrete (reinforced);2030;0
GRC;Transport concrete (reinforced);2031;0
GRC;Transport concrete (reinforced);2032;0
GRC;Transport concrete (reinforced);2033;0
GRC;Transport concrete (reinforced);2034;0
GRC;Transport concrete (reinforced);2035;0
GRC;Transport concrete (reinforced);2036;0
GRC;Transport concrete (reinforced);2037;0
GRC;Transport concrete (reinforced);2038;0
GRC;Transport concrete (reinforced);2039;0
GRC;Transport concrete (reinforced);2040;0
GRC;Transport concrete (reinforced);2041;0
GRC;Transport concrete (reinforced);2042;0
GRC;Transport concrete (reinforced);2043;0
GRC;Transport concrete (reinforced);2044;0
GRC;Transport concrete (reinforced);2045;0
GRC;Transport concrete (reinforced);2046;0
GRC;Transport concrete (reinforced);2047;0
GRC;Transport concrete (reinforced);2048;0
GRC;Transport concrete (reinforced);2049;0
GRC;Transport concrete (reinforced);2050;0
GRC;Precast concrete (reinforced);2020;0
GRC;Precast concrete (reinforced);2021;0
GRC;Precast concrete (reinforced);2022;0
GRC;Precast concrete (reinforced);2023;0
GRC;Precast concrete (reinforced);2024;0
GRC;Precast concrete (reinforced);2025;0
GRC;Precast concrete (reinforced);2026;0
GRC;Precast concrete (reinforced);2027;0
GRC;Precast concrete (reinforced);2028;0
GRC;Precast concrete (reinforced);2029;0
GRC;Precast concrete (reinforced);2030;0
GRC;Precast concrete (reinforced);2031;0
GRC;Precast concrete (reinforced);2032;0
GRC;Precast concrete (reinforced);2033;0
GRC;Precast concrete (reinforced);2034;0
GRC;Precast concrete (reinforced);2035;0
GRC;Precast concrete (reinforced);2036;0
GRC;Precast concrete (reinforced);2037;0
GRC;Precast concrete (reinforced);2038;0
GRC;Precast concrete (reinforced);2039;0
GRC;Precast concrete (reinforced);2040;0
GRC;Precast concrete (reinforced);2041;0
GRC;Precast concrete (reinforced);2042;0
GRC;Precast concrete (reinforced);2043;0
GRC;Precast concrete (reinforced);2044;0
GRC;Precast concrete (reinforced);2045;0
GRC;Precast concrete (reinforced);2046;0
GRC;Precast concrete (reinforced);2047;0
GRC;Precast concrete (reinforced);2048;0
GRC;Precast concrete (reinforced);2049;0
GRC;Precast concrete (reinforced);2050;0
HRV;Transport concrete (not reinforced);2020;0
HRV;Transport concrete (not reinforced);2021;0
HRV;Transport concrete (not reinforced);2022;0
HRV;Transport concrete (not reinforced);2023;0
HRV;Transport concrete (not reinforced);2024;0
HRV;Transport concrete (not reinforced);2025;0
HRV;Transport concrete (not reinforced);2026;0
HRV;Transport concrete (not reinforced);2027;0
HRV;Transport concrete (not reinforced);2028;0
HRV;Transport concrete (not reinforced);2029;0
HRV;Transport concrete (not reinforced);2030;0
HRV;Transport concrete (not reinforced);2031;0
HRV;Transport concrete (not reinforced);2032;0
HRV;Transport concrete (not reinforced);2033;0
HRV;Transport concrete (not reinforced);2034;0
HRV;Transport concrete (not reinforced);2035;0
HRV;Transport concrete (not reinforced);2036;0
HRV;Transport concrete (not reinforced);2037;0
HRV;Transport concrete (not reinforced);2038;0
HRV;Transport concrete (not reinforced);2039;0
HRV;Transport concrete (not reinforced);2040;0
HRV;Transport concrete (not reinforced);2041;0
HRV;Transport concrete (not reinforced);2042;0
HRV;Transport concrete (not reinforced);2043;0
HRV;Transport concrete (not reinforced);2044;0
HRV;Transport concrete (not reinforced);2045;0
HRV;Transport concrete (not reinforced);2046;0
HRV;Transport concrete (not reinforced);2047;0
HRV;Transport concrete (not reinforced);2048;0
HRV;Transport concrete (not reinforced);2049;0
HRV;Transport concrete (not reinforced);2050;0
HRV;Precast concrete (not reinforced);2020;0
HRV;Precast concrete (not reinforced);2021;0
HRV;Precast concrete (not reinforced);2022;0
HRV;Precast concrete (not reinforced);2023;0
HRV;Precast concrete (not reinforced);2024;0
HRV;Precast concrete (not reinforced);2025;0
HRV;Precast concrete (not reinforced);2026;0
HRV;Precast concrete (not reinforced);2027;0
HRV;Precast concrete (not reinforced);2028;0
HRV;Precast concrete (not reinforced);2029;0
HRV;Precast concrete (not reinforced);2030;0
HRV;Precast concrete (not reinforced);2031;0
HRV;Precast concrete (not reinforced);2032;0
HRV;Precast concrete (not reinforced);2033;0
HRV;Precast concrete (not reinforced);2034;0
HRV;Precast concrete (not reinforced);2035;0
HRV;Precast concrete (not reinforced);2036;0
HRV;Precast concrete (not reinforced);2037;0
HRV;Precast concrete (not reinforced);2038;0
HRV;Precast concrete (not reinforced);2039;0
HRV;Precast concrete (not reinforced);2040;0
HRV;Precast concrete (not reinforced);2041;0
HRV;Precast concrete (not reinforced);2042;0
HRV;Precast concrete (not reinforced);2043;0
HRV;Precast concrete (not reinforced);2044;0
HRV;Precast concrete (not reinforced);2045;0
HRV;Precast concrete (not reinforced);2046;0
HRV;Precast concrete (not reinforced);2047;0
HRV;Precast concrete (not reinforced);2048;0
HRV;Precast concrete (not reinforced);2049;0
HRV;Precast concrete (not reinforced);2050;0
HRV;Transport concrete (reinforced);2020;0
HRV;Transport concrete (reinforced);2021;0
HRV;Transport concrete (reinforced);2022;0
HRV;Transport concrete (reinforced);2023;0
HRV;Transport concrete (reinforced);2024;0
HRV;Transport concrete (reinforced);2025;0
HRV;Transport concrete (reinforced);2026;0
HRV;Transport concrete (reinforced);2027;0
HRV;Transport concrete (reinforced);2028;0
HRV;Transport concrete (reinforced);2029;0
HRV;Transport concrete (reinforced);2030;0
HRV;Transport concrete (reinforced);2031;0
HRV;Transport concrete (reinforced);2032;0
HRV;Transport concrete (reinforced);2033;0
HRV;Transport concrete (reinforced);2034;0
HRV;Transport concrete (reinforced);2035;0
HRV;Transport concrete (reinforced);2036;0
HRV;Transport concrete (reinforced);2037;0
HRV;Transport concrete (reinforced);2038;0
HRV;Transport concrete (reinforced);2039;0
HRV;Transport concrete (reinforced);2040;0
HRV;Transport concrete (reinforced);2041;0
HRV;Transport concrete (reinforced);2042;0
HRV;Transport concrete (reinforced);2043;0
HRV;Transport concrete (reinforced);2044;0
HRV;Transport concrete (reinforced);2045;0
HRV;Transport concrete (reinforced);2046;0
HRV;Transport concrete (reinforced);2047;0
HRV;Transport concrete (reinforced);2048;0
HRV;Transport concrete (reinforced);2049;0
HRV;Transport concrete (reinforced);2050;0
HRV;Precast concrete (reinforced);2020;0
HRV;Precast concrete (reinforced);2021;0
HRV;Precast concrete (reinforced);2022;0
HRV;Precast concrete (reinforced);2023;0
HRV;Precast concrete (reinforced);2024;0
HRV;Precast concrete (reinforced);2025;0
HRV;Precast concrete (reinforced);2026;0
HRV;Precast concrete (reinforced);2027;0
HRV;Precast concrete (reinforced);2028;0
HRV;Precast concrete (reinforced);2029;0
HRV;Precast concrete (reinforced);2030;0
HRV;Precast concrete (reinforced);2031;0
HRV;Precast concrete (reinforced);2032;0
HRV;Precast concrete (reinforced);2033;0
HRV;Precast concrete (reinforced);2034;0
HRV;Precast concrete (reinforced);2035;0
HRV;Precast concrete (reinforced);2036;0
HRV;Precast concrete (reinforced);2037;0
HRV;Precast concrete (reinforced);2038;0
HRV;Precast concrete (reinforced);2039;0
HRV;Precast concrete (reinforced);2040;0
HRV;Precast concrete (reinforced);2041;0
HRV;Precast concrete (reinforced);2042;0
HRV;Precast concrete (reinforced);2043;0
HRV;Precast concrete (reinforced);2044;0
HRV;Precast concrete (reinforced);2045;0
HRV;Precast concrete (reinforced);2046;0
HRV;Precast concrete (reinforced);2047;0
HRV;Precast concrete (reinforced);2048;0
HRV;Precast concrete (reinforced);2049;0
HRV;Precast concrete (reinforced);2050;0
HUN;Transport concrete (not reinforced);2020;0
HUN;Transport concrete (not reinforced);2021;0
HUN;Transport concrete (not reinforced);2022;0
HUN;Transport concrete (not reinforced);2023;0
HUN;Transport concrete (not reinforced);2024;0
HUN;Transport concrete (not reinforced);2025;0
HUN;Transport concrete (not reinforced);2026;0
HUN;Transport concrete (not reinforced);2027;0
HUN;Transport concrete (not reinforced);2028;0
HUN;Transport concrete (not reinforced);2029;0
HUN;Transport concrete (not reinforced);2030;0
HUN;Transport concrete (not reinforced);2031;0
HUN;Transport concrete (not reinforced);2032;0
HUN;Transport concrete (not reinforced);2033;0
HUN;Transport concrete (not reinforced);2034;0
HUN;Transport concrete (not reinforced);2035;0
HUN;Transport concrete (not reinforced);2036;0
HUN;Transport concrete (not reinforced);2037;0
HUN;Transport concrete (not reinforced);2038;0
HUN;Transport concrete (not reinforced);2039;0
HUN;Transport concrete (not reinforced);2040;0
HUN;Transport concrete (not reinforced);2041;0
HUN;Transport concrete (not reinforced);2042;0
HUN;Transport concrete (not reinforced);2043;0
HUN;Transport concrete (not reinforced);2044;0
HUN;Transport concrete (not reinforced);2045;0
HUN;Transport concrete (not reinforced);2046;0
HUN;Transport concrete (not reinforced);2047;0
HUN;Transport concrete (not reinforced);2048;0
HUN;Transport concrete (not reinforced);2049;0
HUN;Transport concrete (not reinforced);2050;0
HUN;Precast concrete (not reinforced);2020;0
HUN;Precast concrete (not reinforced);2021;0
HUN;Precast concrete (not reinforced);2022;0
HUN;Precast concrete (not reinforced);2023;0
HUN;Precast concrete (not reinforced);2024;0
HUN;Precast concrete (not reinforced);2025;0
HUN;Precast concrete (not reinforced);2026;0
HUN;Precast concrete (not reinforced);2027;0
HUN;Precast concrete (not reinforced);2028;0
HUN;Precast concrete (not reinforced);2029;0
HUN;Precast concrete (not reinforced);2030;0
HUN;Precast concrete (not reinforced);2031;0
HUN;Precast concrete (not reinforced);2032;0
HUN;Precast concrete (not reinforced);2033;0
HUN;Precast concrete (not reinforced);2034;0
HUN;Precast concrete (not reinforced);2035;0
HUN;Precast concrete (not reinforced);2036;0
HUN;Precast concrete (not reinforced);2037;0
HUN;Precast concrete (not reinforced);2038;0
HUN;Precast concrete (not reinforced);2039;0
HUN;Precast concrete (not reinforced);2040;0
HUN;Precast concrete (not reinforced);2041;0
HUN;Precast concrete (not reinforced);2042;0
HUN;Precast concrete (not reinforced);2043;0
HUN;Precast concrete (not reinforced);2044;0
HUN;Precast concrete (not reinforced);2045;0
HUN;Precast concrete (not reinforced);2046;0
HUN;Precast concrete (not reinforced);2047;0
HUN;Precast concrete (not reinforced);2048;0
HUN;Precast concrete (not reinforced);2049;0
HUN;Precast concrete (not reinforced);2050;0
HUN;Transport concrete (reinforced);2020;0
HUN;Transport concrete (reinforced);2021;0
HUN;Transport concrete (reinforced);2022;0
HUN;Transport concrete (reinforced);2023;0
HUN;Transport concrete (reinforced);2024;0
HUN;Transport concrete (reinforced);2025;0
HUN;Transport concrete (reinforced);2026;0
HUN;Transport concrete (reinforced);2027;0
HUN;Transport concrete (reinforced);2028;0
HUN;Transport concrete (reinforced);2029;0
HUN;Transport concrete (reinforced);2030;0
HUN;Transport concrete (reinforced);2031;0
HUN;Transport concrete (reinforced);2032;0
HUN;Transport concrete (reinforced);2033;0
HUN;Transport concrete (reinforced);2034;0
HUN;Transport concrete (reinforced);2035;0
HUN;Transport concrete (reinforced);2036;0
HUN;Transport concrete (reinforced);2037;0
HUN;Transport concrete (reinforced);2038;0
HUN;Transport concrete (reinforced);2039;0
HUN;Transport concrete (reinforced);2040;0
HUN;Transport concrete (reinforced);2041;0
HUN;Transport concrete (reinforced);2042;0
HUN;Transport concrete (reinforced);2043;0
HUN;Transport concrete (reinforced);2044;0
HUN;Transport concrete (reinforced);2045;0
HUN;Transport concrete (reinforced);2046;0
HUN;Transport concrete (reinforced);2047;0
HUN;Transport concrete (reinforced);2048;0
HUN;Transport concrete (reinforced);2049;0
HUN;Transport concrete (reinforced);2050;0
HUN;Precast concrete (reinforced);2020;0
HUN;Precast concrete (reinforced);2021;0
HUN;Precast concrete (reinforced);2022;0
HUN;Precast concrete (reinforced);2023;0
HUN;Precast concrete (reinforced);2024;0
HUN;Precast concrete (reinforced);2025;0
HUN;Precast concrete (reinforced);2026;0
HUN;Precast concrete (reinforced);2027;0
HUN;Precast concrete (reinforced);2028;0
HUN;Precast concrete (reinforced);2029;0
HUN;Precast concrete (reinforced);2030;0
HUN;Precast concrete (reinforced);2031;0
HUN;Precast concrete (reinforced);2032;0
HUN;Precast concrete (reinforced);2033;0
HUN;Precast concrete (reinforced);2034;0
HUN;Precast concrete (reinforced);2035;0
HUN;Precast concrete (reinforced);2036;0
HUN;Precast concrete (reinforced);2037;0
HUN;Precast concrete (reinforced);2038;0
HUN;Precast concrete (reinforced);2039;0
HUN;Precast concrete (reinforced);2040;0
HUN;Precast concrete (reinforced);2041;0
HUN;Precast concrete (reinforced);2042;0
HUN;Precast concrete (reinforced);2043;0
HUN;Precast concrete (reinforced);2044;0
HUN;Precast concrete (reinforced);2045;0
HUN;Precast concrete (reinforced);2046;0
HUN;Precast concrete (reinforced);2047;0
HUN;Precast concrete (reinforced);2048;0
HUN;Precast concrete (reinforced);2049;0
HUN;Precast concrete (reinforced);2050;0
IRL;Transport concrete (not reinforced);2020;0
IRL;Transport concrete (not reinforced);2021;0
IRL;Transport concrete (not reinforced);2022;0
IRL;Transport concrete (not reinforced);2023;0
IRL;Transport concrete (not reinforced);2024;0
IRL;Transport concrete (not reinforced);2025;0
IRL;Transport concrete (not reinforced);2026;0
IRL;Transport concrete (not reinforced);2027;0
IRL;Transport concrete (not reinforced);2028;0
IRL;Transport concrete (not reinforced);2029;0
IRL;Transport concrete (not reinforced);2030;0
IRL;Transport concrete (not reinforced);2031;0
IRL;Transport concrete (not reinforced);2032;0
IRL;Transport concrete (not reinforced);2033;0
IRL;Transport concrete (not reinforced);2034;0
IRL;Transport concrete (not reinforced);2035;0
IRL;Transport concrete (not reinforced);2036;0
IRL;Transport concrete (not reinforced);2037;0
IRL;Transport concrete (not reinforced);2038;0
IRL;Transport concrete (not reinforced);2039;0
IRL;Transport concrete (not reinforced);2040;0
IRL;Transport concrete (not reinforced);2041;0
IRL;Transport concrete (not reinforced);2042;0
IRL;Transport concrete (not reinforced);2043;0
IRL;Transport concrete (not reinforced);2044;0
IRL;Transport concrete (not reinforced);2045;0
IRL;Transport concrete (not reinforced);2046;0
IRL;Transport concrete (not reinforced);2047;0
IRL;Transport concrete (not reinforced);2048;0
IRL;Transport concrete (not reinforced);2049;0
IRL;Transport concrete (not reinforced);2050;0
IRL;Precast concrete (not reinforced);2020;0
IRL;Precast concrete (not reinforced);2021;0
IRL;Precast concrete (not reinforced);2022;0
IRL;Precast concrete (not reinforced);2023;0
IRL;Precast concrete (not reinforced);2024;0
IRL;Precast concrete (not reinforced);2025;0
IRL;Precast concrete (not reinforced);2026;0
IRL;Precast concrete (not reinforced);2027;0
IRL;Precast concrete (not reinforced);2028;0
IRL;Precast concrete (not reinforced);2029;0
IRL;Precast concrete (not reinforced);2030;0
IRL;Precast concrete (not reinforced);2031;0
IRL;Precast concrete (not reinforced);2032;0
IRL;Precast concrete (not reinforced);2033;0
IRL;Precast concrete (not reinforced);2034;0
IRL;Precast concrete (not reinforced);2035;0
IRL;Precast concrete (not reinforced);2036;0
IRL;Precast concrete (not reinforced);2037;0
IRL;Precast concrete (not reinforced);2038;0
IRL;Precast concrete (not reinforced);2039;0
IRL;Precast concrete (not reinforced);2040;0
IRL;Precast concrete (not reinforced);2041;0
IRL;Precast concrete (not reinforced);2042;0
IRL;Precast concrete (not reinforced);2043;0
IRL;Precast concrete (not reinforced);2044;0
IRL;Precast concrete (not reinforced);2045;0
IRL;Precast concrete (not reinforced);2046;0
IRL;Precast concrete (not reinforced);2047;0
IRL;Precast concrete (not reinforced);2048;0
IRL;Precast concrete (not reinforced);2049;0
IRL;Precast concrete (not reinforced);2050;0
IRL;Transport concrete (reinforced);2020;0
IRL;Transport concrete (reinforced);2021;0
IRL;Transport concrete (reinforced);2022;0
IRL;Transport concrete (reinforced);2023;0
IRL;Transport concrete (reinforced);2024;0
IRL;Transport concrete (reinforced);2025;0
IRL;Transport concrete (reinforced);2026;0
IRL;Transport concrete (reinforced);2027;0
IRL;Transport concrete (reinforced);2028;0
IRL;Transport concrete (reinforced);2029;0
IRL;Transport concrete (reinforced);2030;0
IRL;Transport concrete (reinforced);2031;0
IRL;Transport concrete (reinforced);2032;0
IRL;Transport concrete (reinforced);2033;0
IRL;Transport concrete (reinforced);2034;0
IRL;Transport concrete (reinforced);2035;0
IRL;Transport concrete (reinforced);2036;0
IRL;Transport concrete (reinforced);2037;0
IRL;Transport concrete (reinforced);2038;0
IRL;Transport concrete (reinforced);2039;0
IRL;Transport concrete (reinforced);2040;0
IRL;Transport concrete (reinforced);2041;0
IRL;Transport concrete (reinforced);2042;0
IRL;Transport concrete (reinforced);2043;0
IRL;Transport concrete (reinforced);2044;0
IRL;Transport concrete (reinforced);2045;0
IRL;Transport concrete (reinforced);2046;0
IRL;Transport concrete (reinforced);2047;0
IRL;Transport concrete (reinforced);2048;0
IRL;Transport concrete (reinforced);2049;0
IRL;Transport concrete (reinforced);2050;0
IRL;Precast concrete (reinforced);2020;0
IRL;Precast concrete (reinforced);2021;0
