region,time,sector,polymer,waste_category,secondary_raw_material,value
South,2050,"Household, Leisure, Sports","PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
South,2020,"Household, Leisure, Sports",PC,Mechanical recycling,Granulate,0.6
South,2025,"Household, Leisure, Sports",PC,Mechanical recycling,Granulate,0.6
South,2030,"Household, Leisure, Sports",PC,Mechanical recycling,Granulate,0.6
South,2035,"Household, Leisure, Sports",PC,Mechanical recycling,Granulate,0.6
South,2040,"Household, Leisure, Sports",PC,Mechanical recycling,Granulate,0.6
South,2045,"Household, Leisure, Sports",PC,Mechanical recycling,Granulate,0.6
South,2050,"Household, Leisure, Sports",PC,Mechanical recycling,Granulate,0.6
South,2020,"Household, Leisure, Sports",Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2025,"Household, Leisure, Sports",Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2030,"Household, Leisure, Sports",Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2035,"Household, Leisure, Sports",Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2040,"Household, Leisure, Sports",Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2045,"Household, Leisure, Sports",Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2050,"Household, Leisure, Sports",Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2020,"Household, Leisure, Sports",PUR,Mechanical recycling,Granulate,0.6
South,2025,"Household, Leisure, Sports",PUR,Mechanical recycling,Granulate,0.6
South,2030,"Household, Leisure, Sports",PUR,Mechanical recycling,Granulate,0.6
South,2035,"Household, Leisure, Sports",PUR,Mechanical recycling,Granulate,0.6
South,2040,"Household, Leisure, Sports",PUR,Mechanical recycling,Granulate,0.6
South,2045,"Household, Leisure, Sports",PUR,Mechanical recycling,Granulate,0.6
South,2050,"Household, Leisure, Sports",PUR,Mechanical recycling,Granulate,0.6
South,2020,"Household, Leisure, Sports",Other Plastics,Mechanical recycling,Granulate,0.6
South,2025,"Household, Leisure, Sports",Other Plastics,Mechanical recycling,Granulate,0.6
South,2030,"Household, Leisure, Sports",Other Plastics,Mechanical recycling,Granulate,0.6
South,2035,"Household, Leisure, Sports",Other Plastics,Mechanical recycling,Granulate,0.6
South,2040,"Household, Leisure, Sports",Other Plastics,Mechanical recycling,Granulate,0.6
South,2045,"Household, Leisure, Sports",Other Plastics,Mechanical recycling,Granulate,0.6
South,2050,"Household, Leisure, Sports",Other Plastics,Mechanical recycling,Granulate,0.6
South,2020,Others,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
South,2025,Others,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
South,2030,Others,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
South,2035,Others,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
South,2040,Others,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
South,2045,Others,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
South,2050,Others,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
South,2020,Others,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
South,2025,Others,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
South,2030,Others,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
South,2035,Others,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
South,2040,Others,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
South,2045,Others,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
South,2050,Others,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
South,2020,Others,PP,Mechanical recycling,Granulate,0.7
South,2025,Others,PP,Mechanical recycling,Granulate,0.7
South,2030,Others,PP,Mechanical recycling,Granulate,0.7
South,2035,Others,PP,Mechanical recycling,Granulate,0.7
South,2040,Others,PP,Mechanical recycling,Granulate,0.7
South,2045,Others,PP,Mechanical recycling,Granulate,0.7
South,2050,Others,PP,Mechanical recycling,Granulate,0.7
South,2020,Others,PS,Mechanical recycling,Granulate,0.6
South,2025,Others,PS,Mechanical recycling,Granulate,0.6
South,2030,Others,PS,Mechanical recycling,Granulate,0.6
South,2035,Others,PS,Mechanical recycling,Granulate,0.6
South,2040,Others,PS,Mechanical recycling,Granulate,0.6
South,2045,Others,PS,Mechanical recycling,Granulate,0.6
South,2050,Others,PS,Mechanical recycling,Granulate,0.6
South,2020,Others,PS-E,Mechanical recycling,Granulate,0.6
South,2025,Others,PS-E,Mechanical recycling,Granulate,0.6
South,2030,Others,PS-E,Mechanical recycling,Granulate,0.6
South,2035,Others,PS-E,Mechanical recycling,Granulate,0.6
South,2040,Others,PS-E,Mechanical recycling,Granulate,0.6
South,2045,Others,PS-E,Mechanical recycling,Granulate,0.6
South,2050,Others,PS-E,Mechanical recycling,Granulate,0.6
South,2020,Others,PVC,Mechanical recycling,Granulate,0.6
South,2025,Others,PVC,Mechanical recycling,Granulate,0.6
South,2030,Others,PVC,Mechanical recycling,Granulate,0.6
South,2035,Others,PVC,Mechanical recycling,Granulate,0.6
South,2040,Others,PVC,Mechanical recycling,Granulate,0.6
South,2045,Others,PVC,Mechanical recycling,Granulate,0.6
South,2050,Others,PVC,Mechanical recycling,Granulate,0.6
South,2020,Others,PET,Mechanical recycling,Granulate,0.5
South,2025,Others,PET,Mechanical recycling,Granulate,0.5
South,2030,Others,PET,Mechanical recycling,Granulate,0.5
South,2035,Others,PET,Mechanical recycling,Granulate,0.5
South,2040,Others,PET,Mechanical recycling,Granulate,0.5
South,2045,Others,PET,Mechanical recycling,Granulate,0.5
South,2050,Others,PET,Mechanical recycling,Granulate,0.5
South,2020,Others,"ABS, SAN",Mechanical recycling,Granulate,0.6
South,2025,Others,"ABS, SAN",Mechanical recycling,Granulate,0.6
South,2030,Others,"ABS, SAN",Mechanical recycling,Granulate,0.6
South,2035,Others,"ABS, SAN",Mechanical recycling,Granulate,0.6
South,2040,Others,"ABS, SAN",Mechanical recycling,Granulate,0.6
South,2045,Others,"ABS, SAN",Mechanical recycling,Granulate,0.6
South,2050,Others,"ABS, SAN",Mechanical recycling,Granulate,0.6
South,2020,Others,PMMA,Mechanical recycling,Granulate,0.6
South,2025,Others,PMMA,Mechanical recycling,Granulate,0.6
South,2030,Others,PMMA,Mechanical recycling,Granulate,0.6
South,2035,Others,PMMA,Mechanical recycling,Granulate,0.6
South,2040,Others,PMMA,Mechanical recycling,Granulate,0.6
South,2045,Others,PMMA,Mechanical recycling,Granulate,0.6
South,2050,Others,PMMA,Mechanical recycling,Granulate,0.6
South,2020,Others,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
South,2025,Others,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
South,2030,Others,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
South,2035,Others,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
South,2040,Others,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
South,2045,Others,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
South,2050,Others,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
South,2020,Others,PC,Mechanical recycling,Granulate,0.6
South,2025,Others,PC,Mechanical recycling,Granulate,0.6
South,2030,Others,PC,Mechanical recycling,Granulate,0.6
South,2035,Others,PC,Mechanical recycling,Granulate,0.6
South,2040,Others,PC,Mechanical recycling,Granulate,0.6
South,2045,Others,PC,Mechanical recycling,Granulate,0.6
South,2050,Others,PC,Mechanical recycling,Granulate,0.6
South,2020,Others,Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2025,Others,Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2030,Others,Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2035,Others,Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2040,Others,Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2045,Others,Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2050,Others,Other Thermoplastics,Mechanical recycling,Granulate,0.6
South,2020,Others,PUR,Mechanical recycling,Granulate,0.6
South,2025,Others,PUR,Mechanical recycling,Granulate,0.6
South,2030,Others,PUR,Mechanical recycling,Granulate,0.6
South,2035,Others,PUR,Mechanical recycling,Granulate,0.6
South,2040,Others,PUR,Mechanical recycling,Granulate,0.6
South,2045,Others,PUR,Mechanical recycling,Granulate,0.6
South,2050,Others,PUR,Mechanical recycling,Granulate,0.6
South,2020,Others,Other Plastics,Mechanical recycling,Granulate,0.6
South,2025,Others,Other Plastics,Mechanical recycling,Granulate,0.6
South,2030,Others,Other Plastics,Mechanical recycling,Granulate,0.6
South,2035,Others,Other Plastics,Mechanical recycling,Granulate,0.6
South,2040,Others,Other Plastics,Mechanical recycling,Granulate,0.6
South,2045,Others,Other Plastics,Mechanical recycling,Granulate,0.6
South,2050,Others,Other Plastics,Mechanical recycling,Granulate,0.6
South,2020,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
South,2025,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
South,2030,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
South,2035,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
South,2040,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
South,2045,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
South,2050,PUR slabstock mattresses,PUR,Mechanical recycling,Granulate,0.6
South,2020,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
South,2025,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
South,2030,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
South,2035,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
South,2040,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
South,2045,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
South,2050,PUR slabstock furniture,PUR,Mechanical recycling,Granulate,0.6
South,2020,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
South,2025,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
South,2030,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
South,2035,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
South,2040,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
South,2045,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
South,2050,PUR moulded furniture,PUR,Mechanical recycling,Granulate,0.6
South,2020,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
South,2025,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
South,2030,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
South,2035,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
South,2040,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
South,2045,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
South,2050,PUR others in Others,PUR,Mechanical recycling,Granulate,0.6
North,2020,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2025,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2030,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2035,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2040,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2045,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2050,Packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2020,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2025,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2030,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2035,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2040,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2045,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2050,Packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2020,Packaging,PP,Mechanical recycling,Granulate,0.7
North,2025,Packaging,PP,Mechanical recycling,Granulate,0.7
North,2030,Packaging,PP,Mechanical recycling,Granulate,0.7
North,2035,Packaging,PP,Mechanical recycling,Granulate,0.7
North,2040,Packaging,PP,Mechanical recycling,Granulate,0.7
North,2045,Packaging,PP,Mechanical recycling,Granulate,0.7
North,2050,Packaging,PP,Mechanical recycling,Granulate,0.7
North,2020,Packaging,PS,Mechanical recycling,Granulate,0.6
North,2025,Packaging,PS,Mechanical recycling,Granulate,0.6
North,2030,Packaging,PS,Mechanical recycling,Granulate,0.6
North,2035,Packaging,PS,Mechanical recycling,Granulate,0.6
North,2040,Packaging,PS,Mechanical recycling,Granulate,0.6
North,2045,Packaging,PS,Mechanical recycling,Granulate,0.6
North,2050,Packaging,PS,Mechanical recycling,Granulate,0.6
North,2020,Packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2025,Packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2030,Packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2035,Packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2040,Packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2045,Packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2050,Packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2020,Packaging,PVC,Mechanical recycling,Granulate,0.6
North,2025,Packaging,PVC,Mechanical recycling,Granulate,0.6
North,2030,Packaging,PVC,Mechanical recycling,Granulate,0.6
North,2035,Packaging,PVC,Mechanical recycling,Granulate,0.6
North,2040,Packaging,PVC,Mechanical recycling,Granulate,0.6
North,2045,Packaging,PVC,Mechanical recycling,Granulate,0.6
North,2050,Packaging,PVC,Mechanical recycling,Granulate,0.6
North,2020,Packaging,PET,Mechanical recycling,Granulate,0.76
North,2025,Packaging,PET,Mechanical recycling,Granulate,0.76
North,2030,Packaging,PET,Mechanical recycling,Granulate,0.76
North,2035,Packaging,PET,Mechanical recycling,Granulate,0.76
North,2040,Packaging,PET,Mechanical recycling,Granulate,0.76
North,2045,Packaging,PET,Mechanical recycling,Granulate,0.76
North,2050,Packaging,PET,Mechanical recycling,Granulate,0.76
North,2020,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2025,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2030,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2035,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2040,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2045,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2050,Packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2020,Packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2025,Packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2030,Packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2035,Packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2040,Packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2045,Packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2050,Packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2020,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2025,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2030,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2035,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2040,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2045,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2050,Packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2020,Packaging,PC,Mechanical recycling,Granulate,0.6
North,2025,Packaging,PC,Mechanical recycling,Granulate,0.6
North,2030,Packaging,PC,Mechanical recycling,Granulate,0.6
North,2035,Packaging,PC,Mechanical recycling,Granulate,0.6
North,2040,Packaging,PC,Mechanical recycling,Granulate,0.6
North,2045,Packaging,PC,Mechanical recycling,Granulate,0.6
North,2050,Packaging,PC,Mechanical recycling,Granulate,0.6
North,2020,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2025,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2030,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2035,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2040,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2045,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2050,Packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2020,Packaging,PUR,Mechanical recycling,Granulate,0.6
North,2025,Packaging,PUR,Mechanical recycling,Granulate,0.6
North,2030,Packaging,PUR,Mechanical recycling,Granulate,0.6
North,2035,Packaging,PUR,Mechanical recycling,Granulate,0.6
North,2040,Packaging,PUR,Mechanical recycling,Granulate,0.6
North,2045,Packaging,PUR,Mechanical recycling,Granulate,0.6
North,2050,Packaging,PUR,Mechanical recycling,Granulate,0.6
North,2020,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2025,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2030,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2035,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2040,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2045,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2050,Packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2020,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
North,2025,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
North,2030,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
North,2035,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
North,2040,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
North,2045,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
North,2050,PET beverage bottles,PET,Mechanical recycling,Granulate,0.9
North,2020,PET other packaging,PET,Mechanical recycling,Granulate,0.5
North,2025,PET other packaging,PET,Mechanical recycling,Granulate,0.5
North,2030,PET other packaging,PET,Mechanical recycling,Granulate,0.5
North,2035,PET other packaging,PET,Mechanical recycling,Granulate,0.5
North,2040,PET other packaging,PET,Mechanical recycling,Granulate,0.5
North,2045,PET other packaging,PET,Mechanical recycling,Granulate,0.5
North,2050,PET other packaging,PET,Mechanical recycling,Granulate,0.5
North,2020,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2025,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2030,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2035,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2040,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2045,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2050,Household packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2020,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2025,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2030,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2035,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2040,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2045,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2050,Household packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2020,Household packaging,PP,Mechanical recycling,Granulate,0.7
North,2025,Household packaging,PP,Mechanical recycling,Granulate,0.7
North,2030,Household packaging,PP,Mechanical recycling,Granulate,0.7
North,2035,Household packaging,PP,Mechanical recycling,Granulate,0.7
North,2040,Household packaging,PP,Mechanical recycling,Granulate,0.7
North,2045,Household packaging,PP,Mechanical recycling,Granulate,0.7
North,2050,Household packaging,PP,Mechanical recycling,Granulate,0.7
North,2020,Household packaging,PS,Mechanical recycling,Granulate,0.6
North,2025,Household packaging,PS,Mechanical recycling,Granulate,0.6
North,2030,Household packaging,PS,Mechanical recycling,Granulate,0.6
North,2035,Household packaging,PS,Mechanical recycling,Granulate,0.6
North,2040,Household packaging,PS,Mechanical recycling,Granulate,0.6
North,2045,Household packaging,PS,Mechanical recycling,Granulate,0.6
North,2050,Household packaging,PS,Mechanical recycling,Granulate,0.6
North,2020,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2025,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2030,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2035,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2040,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2045,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2050,Household packaging,PS-E,Mechanical recycling,Granulate,0.6
North,2020,Household packaging,PVC,Mechanical recycling,Granulate,0.6
North,2025,Household packaging,PVC,Mechanical recycling,Granulate,0.6
North,2030,Household packaging,PVC,Mechanical recycling,Granulate,0.6
North,2035,Household packaging,PVC,Mechanical recycling,Granulate,0.6
North,2040,Household packaging,PVC,Mechanical recycling,Granulate,0.6
North,2045,Household packaging,PVC,Mechanical recycling,Granulate,0.6
North,2050,Household packaging,PVC,Mechanical recycling,Granulate,0.6
North,2020,Household packaging,PET,Mechanical recycling,Granulate,0.76
North,2025,Household packaging,PET,Mechanical recycling,Granulate,0.76
North,2030,Household packaging,PET,Mechanical recycling,Granulate,0.76
North,2035,Household packaging,PET,Mechanical recycling,Granulate,0.76
North,2040,Household packaging,PET,Mechanical recycling,Granulate,0.76
North,2045,Household packaging,PET,Mechanical recycling,Granulate,0.76
North,2050,Household packaging,PET,Mechanical recycling,Granulate,0.76
North,2020,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2025,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2030,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2035,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2040,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2045,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2050,Household packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
North,2020,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2025,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2030,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2035,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2040,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2045,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2050,Household packaging,PMMA,Mechanical recycling,Granulate,0.6
North,2020,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2025,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2030,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2035,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2040,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2045,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2050,Household packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
North,2020,Household packaging,PC,Mechanical recycling,Granulate,0.6
North,2025,Household packaging,PC,Mechanical recycling,Granulate,0.6
North,2030,Household packaging,PC,Mechanical recycling,Granulate,0.6
North,2035,Household packaging,PC,Mechanical recycling,Granulate,0.6
North,2040,Household packaging,PC,Mechanical recycling,Granulate,0.6
North,2045,Household packaging,PC,Mechanical recycling,Granulate,0.6
North,2050,Household packaging,PC,Mechanical recycling,Granulate,0.6
North,2020,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2025,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2030,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2035,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2040,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2045,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2050,Household packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
North,2020,Household packaging,PUR,Mechanical recycling,Granulate,0.6
North,2025,Household packaging,PUR,Mechanical recycling,Granulate,0.6
North,2030,Household packaging,PUR,Mechanical recycling,Granulate,0.6
North,2035,Household packaging,PUR,Mechanical recycling,Granulate,0.6
North,2040,Household packaging,PUR,Mechanical recycling,Granulate,0.6
North,2045,Household packaging,PUR,Mechanical recycling,Granulate,0.6
North,2050,Household packaging,PUR,Mechanical recycling,Granulate,0.6
North,2020,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2025,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2030,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2035,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2040,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2045,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2050,Household packaging,Other Plastics,Mechanical recycling,Granulate,0.6
North,2020,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2025,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2030,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2035,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2040,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2045,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2050,Commercial & industrial packaging,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
North,2020,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2025,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2030,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2035,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2040,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2045,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2050,Commercial & industrial packaging,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
North,2020,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
North,2025,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
North,2030,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
North,2035,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
North,2040,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
North,2045,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
North,2050,Commercial & industrial packaging,PP,Mechanical recycling,Granulate,0.7
North,2020,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
North,2025,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
North,2030,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
North,2035,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
North,2040,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
North,2045,Commercial & industrial packaging,PS,Mechanical recycling,Granulate,0.6
